village,VillageID,GramPanch,Tahsil,ICTahsilID,district,ICDistrictID,StateName,StateID,JSSVillageID
Patla,7339100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18019
Chichadi,7339200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18020
Patoda,7339300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18021
Korrabadgaon,7339400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18022
Farasgaon,7339500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18023
Bang Gaon,7339600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18024
Pasangi,7339700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18025
Jungdai,7339800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18026
Gattipalna,7339900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18027
Pandeathgaon,7340000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18028
Singarpuri,7340100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18029
Churegaon,7340200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18030
Sarbeda,7340300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18031
Bhanpuri,7340400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18032
Juganikalar,7340500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18033
Kulhadgaon,7340600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18034
Mohlai,7340700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18035
Chandabelgaon,7340800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18036
Chandagaon,7340900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18037
Charkai,7341000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18038
Bhandarseoni,7341100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18039
Sirpur,7341200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18040
Gumdi,7341300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18041
Bhandarwandi,7341400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18042
Kondabeda,7341500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18043
Alor,7341600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18044
Bail,7341700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18045
Painsara,7341800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18046
Fupgaon,7341900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18047
Bhumka,7342000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18048
Hirri,7342100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18049
Shankarpur,7342200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18050
Urendabeda,7342300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18051
Kanhargaon,7342400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18052
Kakodajaganar,7342500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18053
Gawadi,7342600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18054
Chhindlibeda,7342700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18055
Jamgaon,7342800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18056
Deogaon,7342900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18057
Paroda,7343000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18058
Banjoda,7343100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18059
Mode,7343200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18060
Mode Bedma,7343300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18061
Kondapakhana,7343400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18062
Hatchapai,7343500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18063
Chaniyagaon,7343600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18064
Chhote Odagaon,7343700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18065
Toyapal,7343800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18066
Turki,7343900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18067
Dawade,7344000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18068
Funder,7344100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18069
Bokarabeda,7344200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18070
Badagaon,7344300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18071
Bade Odagaon,7344400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18072
Amgaon,7344500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18073
Kulanar,7344600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18074
Kolanga,7344700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18075
Kotpad,7344800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18076
Kongud,7344900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18077
Khandsara,7345000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18078
Net,7345100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18079
Badgai,7345200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18080
Barda,7345300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18081
Bhongapal,7345400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18082
Madkada,7345500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18083
Madagaon,7345600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18084
Misari,7345700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18085
Adwal,7345800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18086
Almer,7345900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18087
Kehlakot,7346000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18088
Gohada,7346100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18089
Chingnar,7346200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18090
Jhankari,7346300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18091
Palna,7346400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18092
Pawdha,7346500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18093
Farasgaonkasai,7346600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18094
Futanchandgaon,7346700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18095
Mainpur,7346800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18096
Randhana,7346900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18097
Modenga,7347000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18098
Korai,7347100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18099
Godema,7347200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18100
Chandabeda,7347300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18101
Chyanar,7347400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18102
Chhindali,7347500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18103
Torand,7347600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18104
Badedongar,7347700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18105
Banchapai,7347800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18106
Botha,7347900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18107
Bangoli,7348000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18108
Kodagaon,7348100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18109
Kivaibalega,7348200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18110
Kokodi,7348300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18111
Kongera,7348400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18112
Chalka,7348500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18113
Cheemdi,7348600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18114
Chaudang,7348700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18115
Temrugaon,7348800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18116
Mugali,7348900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18117
Pala,7349000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18118
Todam,7349100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18119
Banjugani,7349200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18120
Bansgaon,7349300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18121
Kabonga,7349400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18122
Karagaon,7349500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18123
Kumharbadgaon,7349600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18124
Kosagaon,7349700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18125
Jaitpuri,7349800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18126
Lanjoda,7349900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18127
Sirsiklar,7350000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18128
Sodhma,7350100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18129
Kerawahai,7350200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18130
Badra,7350300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18131
Balond,7350400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18132
Biwala,7350500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18133
Manjhiborand,7350600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18134
Maragaon,7350700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18135
Shampur,7350800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18136
Hukkabedapathari,7350900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18137
Palli,7351000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18138
Bhogadi,7351100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18139
Indagaon,7351200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18140
Sitali,7351300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18141
Satgaon,7351400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18142
Girola,7351500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18143
Chilputi,7351600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18144
Neota,7351700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18145
Dongarigura,7351800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18146
Chichdongari,7351900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18147
Karathiallwar,7352000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18148
Malakot,7352100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18149
Bunagaon,7352200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18150
Gulbha,7352300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18151
Bansirsi,7352400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18152
Bhiragaon,7352500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18153
Deokhargaon,7352600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18154
Umargaon,7352700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18155
Keoti,7352800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18156
Dadhiya,7352900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18157
Masora,7353000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18158
Palari,7353100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18159
Chikhalputi,7353200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18160
Chichpolang,7353300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18161
Kokodi,7353400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18162
Dudhgaon,7353500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18163
Sambalpur,7353600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18164
Baniyagaon,7353700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18165
Kusma,7353800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18166
Bamhani,7353900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18167
Dhansuli,7354000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18168
Isalnar,7354100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18169
Korhobeda,7354200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18170
Telanga,7354300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18171
Madagaon,7354400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18172
Bawadi,7354500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18173
Jogi Alwad,7354600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18174
Bayanar,7354700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18175
Cherang,7354800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18176
Nariha,7354900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18177
Mungwal,7355000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18178
Madhanar,7355100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18179
Kejang,7355200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18180
Badko,7355300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18181
Permapal,7355400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18182
Rengagondi,7355500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18183
Amgaon,7355600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18184
Totar,7355700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18185
Adnar,7355800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18186
Kohkadi,7355900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18187
Timenar,7356000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18188
Chhoteusari,7356100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18189
Ahara,7356200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18190
Nahkanar,7356300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18191
Chema,7356400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18192
Malnar,7356500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18193
Chotekodar,7356600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18194
Madodha,7356700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18195
Kadenar,7356800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18196
Keelam,7356900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18197
Becha,7357000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18198
Markapal,7357100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18199
Handapal,7357200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18200
Tumdiwal,7357300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18201
Kudhur,7357400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18202
Hasalnar,7357500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18203
Jodenga,7357600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18204
Puspal,7357700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18205
Kormel,7357800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18206
Paroda,7357900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18207
Khadpadi,7358000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18208
Adwal,7358100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18209
Pohmar,7358200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18210
Padnar,7358300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18211
Matwal,7358400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18212
Pungarpal,7358500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18213
Rakasmeta,7358600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18214
Takapal,7358700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18215
Malam(Viran),7358800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18216
Mangwal,7358900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18217
Ahkali,7359000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18218
Arandwal,7359100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18219
Kanga,7359200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18220
Khodsanar,7359300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18221
Chhotekurusnar,7359400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18222
Nawagaon,7359500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18223
Padeli,7359600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18224
Badekurusnar,7359700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18225
Badalur,7359800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18226
Mardapal,7359900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18227
Mulnar,7360000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18228
Ranapal,7360100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18229
Lakhapuri,7360200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18230
Hadkali,7360300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18231
Hadeli,7360400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18232
Hasel,7360500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18233
Kachora,7360600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18234
Nagari,7360700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18235
Madanar,7360800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18236
Borgaon,7360900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18237
Sonabal,7361000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18238
Botiknera,7361100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18239
Polang,7361200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18240
Khandam,7361300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18241
Jhara,7361400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18242
Botha-Urf Kariyakata,7361500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18243
Golawand,7361600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18244
Khachagaon,7361700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18245
Sukurpal,7361800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18246
Joba,7361900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18247
Badeusari,7362000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18248
Ghodagaon,7362100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18249
Makadi,7362200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18250
Mungapadar,7362300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18251
Mohlai,7362400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18252
Karanpur,7362500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18253
Kamela,7362600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18254
Kukargarkapal,7362700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18255
Dahikonga,7362800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18256
Pusawand,7362900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18257
Badekanera,7363000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18258
Badebanjoda,7363100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18259
Bakhara,7363200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18260
Rajagaon,7363300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18261
Farasgaon,7363400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18262
Bafana,7363500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18263
Chhotebanjoda,7363600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18264
Chhotebhirawand,7363700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18265
Badebhirawand,7363800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18266
Bhagdeva,7363900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18267
Lakhanpuri,7364000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18268
Badebendri,7364100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18269
Jarebendri,7364200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18270
Bolbola,7364300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18271
Karanji,7364400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18272
Fukkagirola,7364500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18273
Mulmula,7364600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18274
Chipawand,7364700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18275
Umargaon,7364800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18276
Kuljhar,7364900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18277
Singanpur,7365000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18278
Sidhawand,7365100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18279
Bhiragaon,7365200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18280
Malgaon,7365300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18281
Nilji,7365400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18282
Kalawand,7365500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18283
Sohanga,7365600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18284
Torondi,7365700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18285
Rakasbeda,7365800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18286
Tauranga,7365900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18287
Hirawandi,7366000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18288
Belondi,7366100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18289
Seoni,7366200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18290
Balenga,7366300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18291
Arla,7366400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18292
Anantpur,7366500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18293
Gumdi,7366600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18294
Karandi,7366700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18295
Bade Amrawati,7366800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18296
Amrawati,7366900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18297
Bijapur,7367000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18298
Hirlabhat,7367100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18299
Bedagaon,7367200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18300
Bedesohnga,7367300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18301
Chhinari,7367400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18302
Chhotesohnga,7367500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18303
Badeghodasara,7367600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18304
Chhoteghodsara,7367700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18305
Binjoli,7367800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18306
Chhatodi,7367900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18307
Mohpal,7368000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18308
Sadadi,7368100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18309
Borgaon,7368200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18310
Diganar,7368300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18311
Rakas Beda,7368400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18312
Mirminda,7368500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18313
Jodanra,7368600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18314
Silati,7368700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18315
Dongar Silati,7368800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18316
Gangara,7368900,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18317
Tamra Wand,7369000,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18318
Usari,7369100,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18319
Hangwa,7369200,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18320
Mendpal,7369300,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18321
Gadhan Tarai,7369400,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18322
Mayur Dongar,7369500,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18323
Tatadi,7369600,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18324
Changor,7369700,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18325
Benbeda,7369800,NULL,Kondagaon,3,Bastar,15,CHHATTISGARH,22,18326
